Timestamp,Flow Rate,Pressure Level,Latitude,Longitude
2024-05-31 12:00:00,7.384098881216288,19.838845847508356,12.978810647790025,77.44913075437857
2024-05-31 12:00:00,5.178304569078929,39.43282539805201,12.932325526770159,77.52433104825226
2024-05-31 12:00:00,7.559166672714487,49.13492999043538,12.972240471934953,77.42399177223182
2024-05-31 12:00:00,1.6053904569391853,30.50232178298846,12.984603864455812,77.5688716803893
2024-05-31 12:00:00,0.9005497845228183,21.271544977328347,12.979759492969356,77.55794682202578
2024-05-31 12:00:00,0.6754780793082613,48.26016687536021,12.931295304054622,77.5055510294887
2024-05-31 12:00:00,8.372860566051283,45.01663174507249,12.926347344638234,77.50205316577451
2024-05-31 12:00:00,6.205295007628647,34.29259483192099,12.968245167691498,77.51689162966406
2024-05-31 12:00:00,1.4925722249485625,15.036782837506127,12.967220966130137,77.47557087796393
2024-05-31 12:00:00,2.0496320111187294,48.99384320734309,12.926194783308006,77.41345230882128
2024-05-31 12:00:00,8.94626718205752,12.188174225328181,12.917634354946783,77.40189926617546
2024-05-31 12:00:00,3.5349004344163313,13.445003130964759,12.926747525662867,77.5319430102569
2024-05-31 12:00:00,9.522485819950742,39.04744701451362,12.975797755966965,77.42257536007938
2024-05-31 12:00:00,7.853842445764277,17.313864222373972,12.981689146095997,77.55046441491699
2024-05-31 12:00:00,5.167087060035895,17.954938561804504,12.925512660968458,77.40516428624643
2024-05-31 12:00:00,6.044485870235628,17.18175073946508,12.94130594907703,77.49207399441983
2024-05-31 12:00:00,2.1543459291934175,40.95486032134703,12.961091876508164,77.51104117239016
2024-05-31 12:00:00,2.664182972288729,28.914516750545353,12.919092770351435,77.41238154982025
2024-05-31 12:00:00,4.074300170133469,37.133347642346955,12.969979208073365,77.49715250121311
2024-05-31 12:00:00,8.968158050182216,35.93046594845534,12.946912156453745,77.56111771169402
2024-05-31 12:00:00,0.6314578809186537,16.74506041290278,12.907049476396569,77.50536625024243
2024-05-31 12:00:00,9.89904724576045,46.621244675692566,12.97259913738038,77.47533507333355
2024-05-31 12:00:00,5.78741102233172,44.248493377785465,12.950166328580048,77.58430187585489
2024-05-31 12:00:00,6.098742180320262,40.90033700045128,12.99355268459103,77.52635247528161
2024-05-31 12:00:00,1.9337575723371745,11.304408565158024,12.912247795136667,77.41726947972467
2024-05-31 12:00:00,4.432084474467699,13.144900300995626,12.991822745417977,77.42488554457071
2024-05-31 12:00:00,6.1737946101889545,27.10031651087773,12.983752168319292,77.48511665132207
2024-05-31 12:00:00,4.998582819589627,32.32971810128979,12.985582576382532,77.50219804770715
2024-05-31 12:00:00,9.164523894854826,17.57078150950794,12.934574343062545,77.43599657691858
2024-05-31 12:00:00,1.3963059835043579,30.33748389536594,12.939753412714017,77.43730258670752
2024-05-31 12:00:00,4.214195988697141,33.413673197663414,12.984966031006577,77.45044655188326
2024-05-31 12:00:00,0.8047590559092094,39.026730911230366,12.952314823995426,77.491705469089
2024-05-31 12:00:00,2.412037844890781,43.391509681829206,12.909044356207712,77.53785630455822
2024-05-31 12:00:00,7.720593255598651,29.389684459744817,12.966000960030065,77.52017359678449
2024-05-31 12:00:00,8.792366996294987,49.051890933832375,12.98409867238143,77.46811269274515
2024-05-31 12:00:00,7.607949225128684,34.72875549389924,12.928765311354743,77.52986567596304
2024-05-31 12:00:00,7.604648899693639,47.19986726699523,12.906529653846706,77.59572218866573
2024-05-31 12:00:00,3.877909943135433,36.59694411496616,12.961789763278194,77.46011968837055
2024-05-31 12:00:00,4.071608033658797,43.55711406429621,12.94645823850577,77.47973011828383
2024-05-31 12:00:00,7.298971669860247,13.137711608632756,12.906686533087598,77.53849887912455
2024-05-31 12:00:00,0.5259430015544031,10.237381010160679,12.969309150110776,77.48412160029712
